ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6666935,HP539221,08/28/2008 08:17:00 AM,031XX W HARRISON ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,OTHER,true,false,1134,011,24,27,18,1155457,1897193,2008,02/04/2016 06:33:39 AM,41.873699424,-87.704705156,"(41.873699424, -87.704705156)"
6666936,HP736464,12/16/2008 08:59:02 AM,051XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0232,002,3,40,07,1177585,1870994,2008,02/04/2016 06:33:39 AM,41.801333946,-87.624256548,"(41.801333946, -87.624256548)"
6666937,HP698905,11/24/2008 12:45:52 AM,048XX W 43RD ST,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,0814,008,23,56,18,1144594,1875728,2008,02/04/2016 06:33:39 AM,41.815007895,-87.745128965,"(41.815007895, -87.745128965)"
6666939,HP740104,12/17/2008 07:00:00 PM,054XX S WENTWORTH AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0232,002,3,37,06,1175887,1869033,2008,02/04/2016 06:33:39 AM,41.795991039,-87.630542489,"(41.795991039, -87.630542489)"
6666941,HP732886,12/14/2008 01:09:23 AM,078XX S HALSTED ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,POLICE FACILITY/VEH PARKING LOT,true,false,0621,006,17,71,08B,1172325,1852947,2008,02/04/2016 06:33:39 AM,41.751928332,-87.644077264,"(41.751928332, -87.644077264)"
6666954,HP739793,12/17/2008 06:25:00 PM,060XX S MOZART ST,0810,THEFT,OVER $500,STREET,false,false,0823,008,15,66,06,1158416,1864370,2008,02/04/2016 06:33:39 AM,41.783569209,-87.694736912,"(41.783569209, -87.694736912)"
6666960,HP739954,12/18/2008 11:30:00 AM,027XX W 15TH ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,true,false,1023,010,28,29,08A,1158464,1892617,2008,02/04/2016 06:33:39 AM,41.861081457,-87.693790049,"(41.861081457, -87.693790049)"
6666961,HP740035,12/18/2008 12:30:00 PM,025XX N PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,2524,025,31,22,26,1149288,1916658,2008,02/04/2016 06:33:39 AM,41.927235118,-87.726849666,"(41.927235118, -87.726849666)"
6666962,HP739776,12/18/2008 10:00:00 AM,035XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CONVENIENCE STORE,true,false,1021,010,24,29,18,1152873,1894479,2008,02/04/2016 06:33:39 AM,41.866303448,-87.714264266,"(41.866303448, -87.714264266)"
6666963,HP740037,12/18/2008 11:00:00 AM,048XX N MARINE DR,0810,THEFT,OVER $500,STREET,false,false,2024,020,48,3,06,1170072,1932559,2008,02/04/2016 06:33:39 AM,41.97043926,-87.650011483,"(41.97043926, -87.650011483)"
6666964,HP740276,12/18/2008 02:30:00 PM,003XX N CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1123,011,28,27,06,1152330,1901857,2008,02/04/2016 06:33:39 AM,41.886560206,-87.716062887,"(41.886560206, -87.716062887)"
6666965,HP740244,12/18/2008 02:30:00 PM,011XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1322,012,1,24,06,1163528,1907520,2008,02/04/2016 06:33:39 AM,41.901871518,-87.674781377,"(41.901871518, -87.674781377)"
6666981,HP733446,12/14/2008 12:24:00 PM,077XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0621,006,17,71,14,1171315,1853577,2008,02/04/2016 06:33:39 AM,41.753679278,-87.647760053,"(41.753679278, -87.647760053)"
6666982,HP740123,12/18/2008 03:00:00 AM,049XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1712,017,39,14,14,1148837,1932482,2008,02/04/2016 06:33:39 AM,41.970666173,-87.728096309,"(41.970666173, -87.728096309)"
6666984,HP731065,12/12/2008 09:05:00 PM,024XX S ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1034,010,12,30,18,1159414,1887923,2008,02/04/2016 06:33:39 AM,41.848181157,-87.690431801,"(41.848181157, -87.690431801)"
6666987,HP740136,12/17/2008 08:00:00 AM,047XX S MARSHFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0931,009,20,61,07,1166140,1873272,2008,02/04/2016 06:33:39 AM,41.807836458,-87.66616463,"(41.807836458, -87.66616463)"
6666990,HP734012,12/14/2008 07:00:00 PM,079XX S RHODES AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0624,006,6,44,06,1181279,1852574,2008,02/04/2016 06:33:39 AM,41.750703254,-87.611276626,"(41.750703254, -87.611276626)"
6666994,HP734099,10/01/2008 03:00:00 PM,091XX S LAFAYETTE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0634,006,21,49,06,1177539,1844475,2008,02/04/2016 06:33:39 AM,41.728563913,-87.625225873,"(41.728563913, -87.625225873)"
6667000,HP740047,12/09/2008 09:00:00 AM,0000X E OAK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,1824,018,42,8,11,1176674,1907226,2008,02/04/2016 06:33:39 AM,41.900777694,-87.62650376,"(41.900777694, -87.62650376)"
6667001,HP740086,12/17/2008 02:30:00 PM,009XX E 133RD PL,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,0533,005,9,54,08A,1184674,1817270,2008,02/04/2016 06:33:39 AM,41.653745791,-87.599937561,"(41.653745791, -87.599937561)"
6667002,HP740030,12/18/2008 12:57:00 PM,069XX S PEORIA ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,0733,007,17,68,18,1171503,1858809,2008,02/04/2016 06:33:39 AM,41.76803243,-87.646918107,"(41.76803243, -87.646918107)"
6667003,HP733568,12/14/2008 01:45:00 PM,004XX E 49TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0223,002,3,38,26,1180184,1872633,2008,02/04/2016 06:33:39 AM,41.805772273,-87.614674898,"(41.805772273, -87.614674898)"
6667004,HP726516,12/10/2008 11:40:00 AM,019XX N MOZART ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1421,014,35,22,05,1157113,1912792,2008,02/04/2016 06:33:39 AM,41.916471039,-87.698201144,"(41.916471039, -87.698201144)"
6667005,HP739978,12/18/2008 10:59:00 AM,040XX W POTOMAC AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,2534,025,27,23,18,1149144,1908355,2008,02/04/2016 06:33:39 AM,41.904453691,-87.727594301,"(41.904453691, -87.727594301)"
6667006,HP725765,12/03/2008 12:00:00 PM,026XX N MILWAUKEE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1412,014,35,22,05,1154243,1917631,2008,02/04/2016 06:33:39 AM,41.92980749,-87.708615951,"(41.92980749, -87.708615951)"
6667007,HP739967,12/18/2008 02:00:00 AM,028XX N TROY ST,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,1411,014,35,21,06,1154888,1918662,2008,02/04/2016 06:33:39 AM,41.932623713,-87.706218028,"(41.932623713, -87.706218028)"
6667008,HP740049,12/18/2008 01:00:00 PM,059XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0233,002,20,40,18,1177289,1865734,2008,02/04/2016 06:33:39 AM,41.78690669,-87.625500912,"(41.78690669, -87.625500912)"
6667009,HP739601,12/17/2008 05:00:00 PM,016XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, GROUNDS",false,false,1433,014,1,24,06,1165426,1911014,2008,02/04/2016 06:33:39 AM,41.911419097,-87.66771021,"(41.911419097, -87.66771021)"
6667012,HP740092,12/17/2008 10:00:00 PM,050XX N MARMORA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1622,016,45,11,26,1135857,1933218,2008,02/04/2016 06:33:39 AM,41.972927528,-87.775807872,"(41.972927528, -87.775807872)"
6667014,HP740042,12/18/2008 12:13:00 PM,112XX S WALLACE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,"SCHOOL, PUBLIC, GROUNDS",false,false,2233,022,34,49,07,1174313,1830380,2008,02/04/2016 06:33:39 AM,41.68995741,-87.637460623,"(41.68995741, -87.637460623)"
6667017,HP740200,12/18/2008 01:45:00 PM,052XX S PAYNE DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0234,002,4,40,18,1182095,1870493,2008,02/04/2016 06:33:39 AM,41.799855875,-87.607732415,"(41.799855875, -87.607732415)"
6667018,HP740236,12/18/2008 02:37:00 PM,062XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0714,007,16,67,18,1166742,1863261,2008,02/04/2016 06:33:39 AM,41.780352232,-87.66424243,"(41.780352232, -87.66424243)"
6667032,HP740141,12/18/2008 09:00:00 AM,024XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2524,025,35,22,07,1151307,1915894,2008,02/04/2016 06:33:39 AM,41.925099209,-87.719450728,"(41.925099209, -87.719450728)"
6667043,HP740090,12/10/2008 01:00:00 AM,080XX S MUSKEGON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0422,004,7,46,26,1196563,1852308,2008,02/04/2016 06:33:39 AM,41.749607706,-87.555278612,"(41.749607706, -87.555278612)"
6667046,HP740159,12/18/2008 01:00:00 PM,035XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0922,009,11,59,14,1166245,1881298,2008,02/04/2016 06:33:39 AM,41.829858435,-87.665550742,"(41.829858435, -87.665550742)"
6667058,HP740188,12/11/2008 11:30:00 PM,057XX S DORCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2133,002,5,41,07,1186525,1867317,2008,02/04/2016 06:33:39 AM,41.791036924,-87.591587089,"(41.791036924, -87.591587089)"
6667062,HP740169,12/17/2008 09:30:00 PM,056XX S MERRIMAC AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0811,008,23,56,05,1135678,1866458,2008,02/04/2016 06:33:39 AM,41.789732222,-87.778054482,"(41.789732222, -87.778054482)"
6667064,HP740138,12/17/2008 11:00:00 AM,001XX E 119TH PL,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0532,005,9,53,06,1179299,1825758,2008,02/04/2016 06:33:39 AM,41.677161987,-87.619347092,"(41.677161987, -87.619347092)"
6667066,HP735971,12/15/2008 07:15:00 PM,012XX N CLYBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1821,018,27,8,08B,1172889,1908496,2008,02/04/2016 06:33:39 AM,41.904347376,-87.640368498,"(41.904347376, -87.640368498)"
6667067,HP740139,12/18/2008 01:00:00 PM,039XX N LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,1732,017,39,16,18,1151026,1925837,2008,02/04/2016 06:33:39 AM,41.952389116,-87.720221957,"(41.952389116, -87.720221957)"
6667069,HP455770,07/16/2008 10:12:00 AM,051XX S PAYNE DR,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0234,002,4,40,18,1182175,1870951,2008,02/04/2016 06:33:39 AM,41.801110812,-87.607424852,"(41.801110812, -87.607424852)"
6667070,HP734111,12/14/2008 08:52:00 PM,091XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0633,006,8,44,14,1183166,1844352,2008,02/04/2016 06:33:39 AM,41.728097511,-87.604616955,"(41.728097511, -87.604616955)"
6667072,HP736173,12/15/2008 09:30:00 PM,005XX E 90TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0633,006,6,44,07,1181433,1845424,2008,02/04/2016 06:33:39 AM,41.731079292,-87.610932246,"(41.731079292, -87.610932246)"
6667073,HP738406,12/17/2008 12:40:00 PM,017XX W NORTH AVE,031A,ROBBERY,ARMED: HANDGUN,CLEANING STORE,false,false,1433,014,32,24,03,1164685,1910707,2008,02/04/2016 06:33:39 AM,41.910592416,-87.670441113,"(41.910592416, -87.670441113)"
6667074,HP739585,12/17/2008 10:00:00 PM,033XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1413,014,35,22,14,1153545,1915755,2008,02/04/2016 06:33:39 AM,41.924673521,-87.711230943,"(41.924673521, -87.711230943)"
6667075,HP740183,12/17/2008 08:30:00 PM,029XX W FULLERTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1414,014,35,22,26,1156260,1915811,2008,02/04/2016 06:33:39 AM,41.924772706,-87.701253293,"(41.924772706, -87.701253293)"
6667077,HP736519,12/16/2008 09:20:00 AM,002XX W 87TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0622,006,21,44,06,1176467,1847230,2008,02/04/2016 06:33:39 AM,41.736148121,-87.629070243,"(41.736148121, -87.629070243)"
6667082,HP739670,12/17/2008 04:00:00 PM,022XX N MONTICELLO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2525,025,26,22,07,1151679,1914544,2008,02/04/2016 06:33:39 AM,41.921387376,-87.718119408,"(41.921387376, -87.718119408)"
6667084,HP736538,12/16/2008 09:38:00 AM,084XX S SANGAMON ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0613,006,21,71,08B,1171452,1848824,2008,02/04/2016 06:33:39 AM,41.740633419,-87.64739685,"(41.740633419, -87.64739685)"
6667085,HP737611,12/16/2008 08:30:00 PM,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1834,018,42,8,06,1176796,1903917,2008,02/04/2016 06:33:39 AM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
6667088,HP739819,12/17/2008 08:00:00 PM,016XX W CORTLAND ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1433,014,32,22,06,1164905,1912710,2008,02/04/2016 06:33:39 AM,41.91608411,-87.669575971,"(41.91608411, -87.669575971)"
6667089,HP740211,12/18/2008 10:00:00 AM,074XX S CAMPBELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0835,008,18,66,06,1160995,1855353,2008,02/04/2016 06:33:39 AM,41.758772329,-87.685530347,"(41.758772329, -87.685530347)"
6667091,HP739593,12/17/2008 01:00:00 PM,045XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2123,002,4,39,14,1182955,1875116,2008,02/04/2016 06:33:39 AM,41.812521787,-87.60443481,"(41.812521787, -87.60443481)"
6667094,HP740221,12/16/2008 03:00:00 PM,053XX S BISHOP ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,0933,009,16,61,20,1167574,1869331,2008,02/04/2016 06:33:39 AM,41.796991238,-87.661018158,"(41.796991238, -87.661018158)"
6667098,HP739733,12/18/2008 09:39:00 AM,050XX W FULLERTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,false,false,2522,025,31,19,03,1142427,1915491,2008,02/04/2016 06:33:39 AM,41.924163149,-87.752090341,"(41.924163149, -87.752090341)"
6667099,HP737549,12/16/2008 08:30:00 PM,012XX N STATE PKWY,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,1824,018,43,8,06,1176070,1908457,2008,02/04/2016 06:33:39 AM,41.90416925,-87.628685126,"(41.90416925, -87.628685126)"
6667104,HP729755,12/12/2008 09:40:00 AM,016XX S KARLOV AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1012,010,24,29,18,1149321,1891508,2008,02/04/2016 06:33:39 AM,41.858220216,-87.727381065,"(41.858220216, -87.727381065)"
6667114,HP692326,11/19/2008 11:40:00 PM,049XX S HALSTED ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,0921,009,3,61,16,1171802,1872227,2008,02/04/2016 06:33:39 AM,41.804846381,-87.645428632,"(41.804846381, -87.645428632)"
6667142,HP740157,12/18/2008 01:30:00 PM,034XX W ARMITAGE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,SMALL RETAIL STORE,true,false,1422,014,35,22,26,1153258,1913079,2008,02/04/2016 06:33:39 AM,41.917336059,-87.712356714,"(41.917336059, -87.712356714)"
6667144,HP737069,12/16/2008 03:00:00 PM,002XX W 87TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0622,006,21,44,06,1176467,1847230,2008,02/04/2016 06:33:39 AM,41.736148121,-87.629070243,"(41.736148121, -87.629070243)"
6667148,HP737501,12/16/2008 12:45:00 PM,084XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0613,006,21,71,14,1171121,1848802,2008,02/04/2016 06:33:39 AM,41.740580282,-87.648610242,"(41.740580282, -87.648610242)"
6667150,HP734408,12/15/2008 03:40:00 AM,009XX W WEED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,true,false,1822,018,32,8,14,1169814,1910460,2008,02/04/2016 06:33:39 AM,41.909804314,-87.651606387,"(41.909804314, -87.651606387)"
6667154,HP740230,12/18/2008 12:00:00 AM,068XX S EAST END AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0332,003,5,43,14,1188713,1860052,2008,02/04/2016 06:33:39 AM,41.771049116,-87.583796513,"(41.771049116, -87.583796513)"
6667168,HP740117,12/18/2008 10:00:00 AM,050XX W LAWRENCE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1623,016,45,15,05,1141984,1931448,2008,02/04/2016 06:33:39 AM,41.967958876,-87.753321363,"(41.967958876, -87.753321363)"
6667170,HP740283,12/18/2008 05:30:00 AM,079XX S MOZART ST,0810,THEFT,OVER $500,STREET,false,false,0835,008,18,70,06,1158758,1851838,2008,02/04/2016 06:33:39 AM,41.749172557,-87.693824625,"(41.749172557, -87.693824625)"
6667172,HP740341,12/18/2008 09:00:00 AM,034XX N MAJOR AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1633,016,38,15,06,1137757,1922269,2008,02/04/2016 06:33:39 AM,41.942848288,-87.769086168,"(41.942848288, -87.769086168)"
6667173,HP740255,12/18/2008 02:00:00 PM,012XX S HARDING AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1011,010,24,29,18,1150241,1894225,2008,02/04/2016 06:33:39 AM,41.86565812,-87.723933269,"(41.86565812, -87.723933269)"
6667174,HP740396,12/18/2008 03:30:00 PM,021XX N ELSTON AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1432,014,32,22,06,1164698,1914167,2008,02/04/2016 06:33:39 AM,41.920086604,-87.67029509,"(41.920086604, -87.67029509)"
6667175,HP740410,12/18/2008 12:00:00 AM,053XX S WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0932,009,16,61,07,1165257,1869199,2008,02/04/2016 06:33:39 AM,41.796678427,-87.669518617,"(41.796678427, -87.669518617)"
6667177,HP740443,12/18/2008 07:00:00 AM,095XX S DORCHESTER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0511,005,8,50,06,1187000,1842118,2008,02/04/2016 06:33:39 AM,41.721877245,-87.590643065,"(41.721877245, -87.590643065)"
6667181,HP740292,12/17/2008 11:00:00 PM,021XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1432,014,32,22,14,1164698,1914167,2008,02/04/2016 06:33:39 AM,41.920086604,-87.67029509,"(41.920086604, -87.67029509)"
6667184,HP740274,12/18/2008 12:05:00 AM,050XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2032,020,46,3,07,1165186,1933366,2008,02/04/2016 06:33:39 AM,41.972759229,-87.667954501,"(41.972759229, -87.667954501)"
6667188,HP738597,12/17/2008 02:15:00 PM,006XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,1834,018,42,8,11,1177327,1904307,2008,02/04/2016 06:33:39 AM,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
6667190,HP737669,12/16/2008 10:13:00 PM,083XX S ASHLAND AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,true,false,0614,006,21,71,08B,1167122,1849514,2008,02/04/2016 06:33:39 AM,41.742620493,-87.663241882,"(41.742620493, -87.663241882)"
6667191,HP737815,12/17/2008 02:40:00 AM,086XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0632,006,6,44,06,1183071,1847869,2008,02/04/2016 06:33:39 AM,41.737750767,-87.604855911,"(41.737750767, -87.604855911)"
6667194,HP737695,12/16/2008 10:42:00 PM,005XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1831,018,42,8,08B,1175441,1903936,2008,02/04/2016 06:33:39 AM,41.891777552,-87.631131504,"(41.891777552, -87.631131504)"
6667196,HP738108,12/17/2008 10:30:00 AM,0000X W 95TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,0634,006,21,49,11,1177762,1841949,2008,02/04/2016 06:33:39 AM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)"
6667198,HP738696,12/17/2008 03:45:11 PM,016XX N MONITOR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2531,025,29,25,26,1137185,1910242,2008,02/04/2016 06:33:39 AM,41.909855173,-87.771478233,"(41.909855173, -87.771478233)"
6667200,HP740325,12/18/2008 03:00:00 PM,010XX W BELDEN AVE,0560,ASSAULT,SIMPLE,STREET,true,false,1811,018,32,7,08A,1168819,1915454,2008,02/04/2016 06:33:39 AM,41.923529771,-87.6551165,"(41.923529771, -87.6551165)"
6667203,HP740334,12/17/2008 05:00:00 PM,004XX N PEORIA ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1323,012,27,24,06,1170336,1902935,2008,02/04/2016 06:33:39 AM,41.889143855,-87.649909004,"(41.889143855, -87.649909004)"
6667204,HP739673,10/10/2008 11:45:00 AM,003XX E 35TH ST,0460,BATTERY,SIMPLE,STREET,false,false,2112,002,2,35,08B,1178988,1881848,2008,02/04/2016 06:33:39 AM,41.831086344,-87.618780276,"(41.831086344, -87.618780276)"
6667207,HP739386,12/17/2008 11:53:00 AM,014XX N KOSTNER AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,2534,025,37,23,26,1146778,1909248,2008,02/04/2016 06:33:39 AM,41.906949693,-87.736262524,"(41.906949693, -87.736262524)"
6667208,HP740335,12/17/2008 11:00:00 PM,073XX S MORGAN ST,0890,THEFT,FROM BUILDING,APARTMENT,true,true,0733,007,17,68,06,1170916,1856118,2008,02/04/2016 06:33:39 AM,41.760660824,-87.649148188,"(41.760660824, -87.649148188)"
6667210,HP738648,12/17/2008 03:00:00 PM,079XX S HERMITAGE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,false,false,0611,006,21,71,26,1166060,1852040,2008,02/04/2016 06:33:39 AM,41.749574828,-87.667061413,"(41.749574828, -87.667061413)"
6667218,HP738735,12/17/2008 03:50:00 PM,002XX W 87TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0622,006,21,44,06,1176467,1847230,2008,02/04/2016 06:33:39 AM,41.736148121,-87.629070243,"(41.736148121, -87.629070243)"
6667220,HP738950,12/17/2008 05:15:00 PM,076XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0612,006,17,71,14,1168769,1853943,2008,02/04/2016 06:33:39 AM,41.754738925,-87.657079698,"(41.754738925, -87.657079698)"
6667222,HP740178,12/16/2008 11:00:00 AM,038XX W WEST END AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1122,011,28,26,26,1150799,1900544,2008,02/04/2016 06:33:39 AM,41.882987276,-87.721719508,"(41.882987276, -87.721719508)"
6667225,HP740142,12/18/2008 01:00:00 PM,017XX E 95TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0431,004,7,51,06,1189387,1842324,2008,02/04/2016 06:33:39 AM,41.722385688,-87.581893417,"(41.722385688, -87.581893417)"
6667227,HP732794,12/13/2008 11:33:44 PM,014XX N LOTUS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2532,025,37,25,14,1139751,1909007,2008,02/04/2016 06:33:39 AM,41.906419679,-87.762081884,"(41.906419679, -87.762081884)"
6667229,HP740345,12/18/2008 03:40:00 PM,054XX W WASHINGTON BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1523,015,28,25,18,1139805,1900211,2008,02/04/2016 06:33:39 AM,41.882281393,-87.76209864,"(41.882281393, -87.76209864)"
6667230,HP738680,12/17/2008 10:00:00 AM,019XX N AUSTIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,false,false,2513,025,29,25,14,1136098,1912178,2008,02/04/2016 06:33:39 AM,41.915187259,-87.775425225,"(41.915187259, -87.775425225)"
6667233,HP740412,12/18/2008 04:00:00 PM,007XX W MELROSE ST,0810,THEFT,OVER $500,STREET,false,false,2332,019,44,6,06,1170691,1921864,2008,02/04/2016 06:33:39 AM,41.94107826,-87.64804987,"(41.94107826, -87.64804987)"
6667234,HP738533,12/16/2008 06:00:00 AM,055XX S NEWLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0811,008,23,56,14,1130995,1867036,2008,02/04/2016 06:33:39 AM,41.791400078,-87.7952128,"(41.791400078, -87.7952128)"
6667237,HP740419,12/18/2008 11:30:00 AM,022XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1211,012,2,28,07,1161679,1897691,2008,02/04/2016 06:33:39 AM,41.874938665,-87.681847091,"(41.874938665, -87.681847091)"
6667248,HP737692,12/15/2008 08:00:00 AM,045XX S LAPORTE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,true,true,0814,008,23,56,20,1144120,1874099,2008,02/04/2016 06:33:39 AM,41.810546558,-87.74690847,"(41.810546558, -87.74690847)"
6667249,HP740430,12/18/2008 03:30:00 PM,004XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,0111,001,42,28,11,1173505,1900319,2008,02/04/2016 06:33:39 AM,41.881895543,-87.638349075,"(41.881895543, -87.638349075)"
